family,reference,experiment,task,run,run_index,model,llm,groups_n,accuracy,accuracy_sd,accuracy_se,f1,f1_sd,f1_se,precision,precision_sd,precision_se,recall,recall_sd,recall_se
,,embedding_classification_explainer_subgraph,,,,GIN,Qwen/Qwen3.5-9B,3,0.48,0.05000000000000002,0.0288675134594813,0.03341687552213868,0.02904818488005632,0.016770977359970535,0.017592592592592594,0.015298807075794727,0.008832770383490238,0.3333333333333333,0.28867513459481287,0.16666666666666666
,,embedding_classification_explainer_subgraph,,,,GraphSAGE,Qwen/Qwen2.5-3B,3,0.03,0.02,0.011547005383792516,0.05776416754019369,0.037720427638019194,0.021777899050758182,0.03,0.02,0.011547005383792516,1.0,0.0,0.0
,,embedding_classification_explainer_subgraph,,,,GraphSAGE,Qwen/Qwen3.5-27B,3,0.6966666666666667,0.046188021535170036,0.026666666666666655,0.054626532887402456,0.04757321804537764,0.027466410244715543,0.03181818181818182,0.027648920592264637,0.015963111746746576,0.19444444444444445,0.1734721666221777,0.10015420209622192
,,embedding_classification_explainer_subgraph,,,,GraphSAGE,Qwen/Qwen3.5-35B-A3B,3,0.02666666666666667,0.011547005383792516,0.006666666666666667,0.033176583662306365,0.015164591720981179,0.008755281112259254,0.016908581614463968,0.00787465680152231,0.004546435224134823,1.0,0.0,0.0
,,embedding_classification_explainer_subgraph,,,,GraphSAGE,Qwen/Qwen3.5-4B,3,0.38,0.06244997998398399,0.0360555127546399,0.03450216274118971,0.0034390994333145858,0.0019855649835940656,0.017932791663324205,0.0014579770921444156,0.0008417634666218862,0.5833333333333334,0.3818813079129867,0.22047927592204924
,,embedding_classification_explainer_subgraph,,,,GraphSAGE,Qwen/Qwen3.5-9B,3,0.25666666666666665,0.02886751345948128,0.016666666666666663,0.059964726631393295,0.07413703547436931,0.04280303738804796,0.032679738562091505,0.04081698038168888,0.023565694610875747,0.37777777777777777,0.4018475848894472,0.23200681130912335
,,raw_graph_reasoning,,,,GAT,Qwen/Qwen2.5-3B,3,0.12,0.03605551275463989,0.020816659994661327,0.07616838850235434,0.028123172122209102,0.016236920995223603,0.03973916156818971,0.015098071371764936,0.008716875570732668,1.0,0.0,0.0
,,raw_graph_reasoning,,,,GAT,Qwen/Qwen3.5-27B,3,0.04,0.026457513110645904,0.015275252316519466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,raw_graph_reasoning,,,,GAT,Qwen/Qwen3.5-35B-A3B,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,raw_graph_reasoning,,,,GAT,Qwen/Qwen3.5-4B,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,raw_graph_reasoning,,,,GAT,Qwen/Qwen3.5-9B,3,0.03,0.02,0.011547005383792516,0.2222222222222222,0.38490017945975047,0.2222222222222222,0.16666666666666666,0.28867513459481287,0.16666666666666666,0.3333333333333333,0.5773502691896257,0.3333333333333333
,,raw_graph_reasoning,,,,GCN,Qwen/Qwen2.5-3B,3,0.09999999999999999,0.034641016151377546,0.02,0.04198339032730826,0.0188086512304122,0.01085917985097227,0.02150456454580166,0.00980182340079636,0.005659085378998952,1.0,0.0,0.0
,,raw_graph_reasoning,,,,GCN,Qwen/Qwen3.5-27B,3,0.04,0.034641016151377546,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,raw_graph_reasoning,,,,GCN,Qwen/Qwen3.5-35B-A3B,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,raw_graph_reasoning,,,,GCN,Qwen/Qwen3.5-4B,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,raw_graph_reasoning,,,,GCN,Qwen/Qwen3.5-9B,3,0.03333333333333333,0.02309401076758503,0.013333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,raw_graph_reasoning,,,,GIN,Qwen/Qwen2.5-3B,3,0.10333333333333333,0.030550504633038933,0.017638342073763937,0.04854346240484854,0.028834298859979124,0.016647490208703066,0.02502516574681523,0.015193888171088367,0.008772195425614939,1.0,0.0,0.0
,,raw_graph_reasoning,,,,GIN,Qwen/Qwen3.5-27B,3,0.04666666666666667,0.03214550253664319,0.018559214542766742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,raw_graph_reasoning,,,,GIN,Qwen/Qwen3.5-35B-A3B,3,0.0033333333333333335,0.005773502691896258,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,raw_graph_reasoning,,,,GIN,Qwen/Qwen3.5-4B,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,raw_graph_reasoning,,,,GIN,Qwen/Qwen3.5-9B,3,0.03666666666666667,0.015275252316519468,0.00881917103688197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,raw_graph_reasoning,,,,GraphSAGE,Qwen/Qwen2.5-3B,3,0.10666666666666666,0.05131601439446884,0.029627314724385297,0.06267038051322862,0.04217523751802962,0.024349884734170806,0.03267599174501261,0.022542870988064265,0.013015132633265909,1.0,0.0,0.0
,,raw_graph_reasoning,,,,GraphSAGE,Qwen/Qwen3.5-27B,3,0.03333333333333333,0.020816659994661327,0.012018504251546632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,raw_graph_reasoning,,,,GraphSAGE,Qwen/Qwen3.5-35B-A3B,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,raw_graph_reasoning,,,,GraphSAGE,Qwen/Qwen3.5-4B,3,0.0033333333333333335,0.005773502691896258,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,raw_graph_reasoning,,,,GraphSAGE,Qwen/Qwen3.5-9B,3,0.04666666666666667,0.015275252316519466,0.008819171036881969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
